hhid,pid,wave,year,p_age,p_econstat,p_edu,p_employ_type,p_firm_size,p_hours,p_ind2000,p_ind2007,p_ind2017,p_job_begin,p_job_status,p_jobfam2000,p_jobfam2007,p_jobfam2017,p_jobtype,p_married,p_region,p_rel,p_religion,p_sample09,p_sample18,p_sample98,p_sex,p_wage,p_weight09_c,p_weight09_l,p_weight18_c,p_weight18_l,p_weight98_c,p_weight98_l
5101,199105,23,2020,55,1,6,1,2,40,744,729,729,2019m1,1,237,236,236,1,2,3,10,1,1,1,2,1,350,7190.4482,8916.6563,3789.1575,3735.4648,8506.4697,9494.2354
5101,199106,23,2020,46,3,3,,,,,,,,,,,,,2,3,20,1,1,1,2,2,,7275.167,5790.8755,3860.3948,3702.5427,8506.4697,3873.3708
5101,199107,23,2020,23,1,6,1,3,40,343,303,303,2019m11,1,821,851,851,1,1,3,11,1,1,1,2,2,200,5743.2949,6879.5103,3276.0518,2583.2781,8506.4697,11278.351
1992,199201,23,2020,64,1,3,1,3,60,602,492,492,2017m10,1,842,873,873,1,3,3,10,1,3,3,1,1,100,,,,,1560.5924,1560.6671
1993,199301,23,2020,50,1,5,1,3,40,743,721,721,2019m3,1,733,780,772,1,2,3,10,1,1,1,1,1,450,2119.0056,2434.0959,1114.5568,1169.5945,6.1946492,8.2271013
1993,199303,23,2020,47,3,5,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,2143.9719,1580.1362,1135.5109,997.28302,6.1946492,0
1993,199304,23,2020,17,3,2,,,,,,,,,,,,,1,3,11,1,1,1,1,1,,2579.1255,2388.9041,972.8783,1033.017,6.1946492,10.357738
1994,199401,23,2020,77,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,1048.326,2115.7043,532.91583,583.68634,1704.4332,3409.0295
5171,199402,23,2020,46,1,5,1,3,72,551,551,551,2010m10,1,421,441,441,1,2,3,10,1,1,1,2,1,350,2717.949,1144.4829,1377.9955,1049.8142,3598.1648,7179.5059
5172,199403,23,2020,47,1,5,1,,48,452,411,411,2015m10,3,713,773,783,1,2,3,10,1,1,1,2,1,250,1516.9132,1464.6979,690.12878,700.02148,121.17768,121.18349
1994,199404,23,2020,80,3,2,,,,,,,,,,,,,3,3,998,1,1,1,1,1,,954.85284,0,524.40643,528.8963,1704.4332,0
5325,199603,23,2020,44,1,4,1,,40,761,841,841,2020m1,1,914,941,941,1,2,7,10,2,1,1,2,1,370,4051.811,2967.2988,3252.1304,2966.3008,2544.1687,5088.5811
10028,199802,23,2020,80,3,2,,,,,,,,,,,,,3,8,6,1,2,2,2,2,,2739.9058,1939.8569,1245.0961,1009.1281,2191.8484,2191.9534
6187,199803,23,2020,45,1,3,1,4,40,151,104,104,2001m9,1,829,862,862,1,2,8,10,1,1,1,2,1,320,3403.7844,3370.7053,1968.6887,1878.5856,2191.8484,2191.9534
10028,199804,23,2020,47,3,3,,,,,,,,,,,,,1,8,10,1,2,2,2,2,,3087.9077,4257.7681,1340.8131,1838.4697,2191.8484,2191.9534
1999,199902,23,2020,50,3,2,,,,,,,,,,,,,1,3,10,3,1,1,1,1,,12579.328,12058.825,6112.6968,6122.2861,19724.004,19724.949
2000,200001,23,2020,89,3,2,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,2908.5676,4787.6558,1452.9232,1661.6201,2558.4133,2558.5359
2000,200002,23,2020,80,3,2,,,,,,,,,,,,,2,3,20,2,1,1,1,2,,3193.2954,1676.7474,1476.4993,1429.5143,2558.4133,2558.5359
2001,200101,23,2020,71,1,2,2,,70,521,471,471,1987m6,4,512,521,521,2,3,3,10,3,1,1,1,2,20,2014.379,2032.6836,925.70508,946.164,1977.5745,1977.6692
5173,200102,23,2020,47,1,6,1,1,40,862,872,872,2015m8,1,271,247,247,1,2,3,20,1,1,1,2,2,220,1006.498,1077.9762,543.52747,513.57855,8.4943972,8.8887787
5389,200103,23,2020,45,3,5,,,,,,,,,,,,,2,3,20,1,1,1,2,2,,1407.689,1263.3944,772.35248,712.3512,5.3190589,5.3168731
8340,200104,23,2020,43,1,3,1,1,40,603,494,494,2016m3,2,317,314,314,1,2,3,20,4,2,1,2,2,130,1517.2119,3222.7253,956.25873,951.51477,3638.6841,7277.7168
8071,200105,23,2020,40,1,5,2,1,72,293,292,292,2019m9,4,821,851,851,2,2,3,10,4,2,1,2,1,400,2474.989,4779.5898,1369.9521,1473.8959,55.049316,110.1039
2003,200301,23,2020,88,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,4198.4683,4236.6196,2196.8486,2245.4009,3024.9087,3025.0535
2010,201001,23,2020,59,1,2,1,2,48,281,251,251,1997m10,1,721,743,743,1,2,3,10,2,1,1,1,1,240,3048.2603,3025.0371,1320.467,1413.0747,2398.9326,2738.6956
2010,201002,23,2020,59,1,2,1,2,40,289,259,259,2010m3,1,930,930,930,1,2,3,20,2,1,1,1,2,170,2840.4475,2991.1672,1183.3895,1250.5619,2398.9326,2059.3994
7957,201003,23,2020,35,1,5,1,2,40,722,620,620,2009m4,1,120,222,223,1,2,8,10,1,3,1,2,1,400,,,2761.1526,2701.4919,578.16949,1156.3943
2012,201201,23,2020,66,1,3,2,,40,,,,1985m6,4,262,510,510,2,2,3,10,2,1,1,1,1,100,3230.6401,3339.5161,1388.106,1427.0455,2280.1201,2457.3328
2012,201202,23,2020,60,1,3,3,,40,289,259,259,1995m10,5,315,313,313,2,2,3,20,4,1,1,1,2,,3390.928,4265.8652,1653.9204,1816.2902,2280.1201,2103.1257
7624,201203,23,2020,38,3,6,,,,,,,,,,,,,2,3,20,4,1,1,2,2,,8725.2666,10691.667,5722.0259,5427.5127,64.866722,129.73965
2013,201301,23,2020,55,1,3,1,3,40,174,134,134,2010m12,1,826,821,821,1,2,3,10,1,1,1,1,1,230,7728.8467,7761.1567,3771.7615,3663.2839,7445.1362,5417.4849
2013,201302,23,2020,50,1,3,1,1,40,333,273,271,2019m9,2,833,832,832,1,2,3,20,1,1,1,1,2,175,7201.9385,6191.9976,3380.2153,3629.7126,7445.1362,5552.2744
2013,201303,23,2020,24,3,4,,,,,,,,,,,,,1,3,11,1,1,1,1,1,,8587.3643,8235.208,4445.0571,3583.3909,7445.1362,8140.1504
2013,201304,23,2020,21,3,4,,,,,,,,,,,,,1,3,12,1,1,1,1,2,,6173.335,6670.0518,3261.0115,3602.7529,7445.1362,10672.062
2014,201402,23,2020,61,1,2,1,3,44,759,742,742,2017m3,1,911,941,941,1,2,3,10,3,1,1,1,1,180,3739.1606,4291.8833,1694.1127,1942.3813,5327.4443,6635.6616
2014,201403,23,2020,61,3,2,,,,,,,,,,,,,2,3,20,3,1,1,1,2,,3924.6787,4513.2168,2018.5258,1995.417,5327.4443,4019.7371
2015,201501,23,2020,75,3,1,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,2840.3882,2866.1987,1554.3679,1588.7208,8550.3467,8550.7568
6188,201502,23,2020,50,1,5,1,4,40,319,303,303,1999m4,1,220,223,224,1,2,3,10,1,1,1,2,1,400,3133.4312,3206.4954,1677.4745,1663.1583,12.215512,18.141811
2016,201602,23,2020,76,3,3,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,1394.1581,1406.8268,912.66425,932.83496,2995.812,2995.9556
2018,201801,23,2020,68,1,3,2,,60,525,475,475,1979m8,4,512,521,521,2,2,3,10,2,1,1,1,1,200,2249.1504,2801.3816,1056.9537,1052.3046,2628.426,2628.552
2018,201802,23,2020,63,1,3,3,,40,525,475,475,1979m8,5,512,521,521,2,2,3,20,2,1,1,1,2,,2360.7417,2496.3264,1259.3544,1420.795,2628.426,2628.552
8072,201803,23,2020,40,1,6,1,6,40,311,281,281,2006m5,1,316,312,312,1,2,14,10,2,2,1,2,1,600,2732.2607,5592.147,2173.7698,2345.7363,41.069157,82.14225
8341,201804,23,2020,37,1,6,1,4,40,343,303,303,2019m10,1,833,832,832,1,2,3,10,2,2,1,2,1,350,1726.3893,3345.1399,2366.2019,2011.2717,1314.213,2628.552
2019,201901,23,2020,70,3,3,,,,,,,,,,,,,2,3,10,3,3,1,1,1,,,,1222.0044,1318.3805,3684.8481,3685.0247
2019,201902,23,2020,67,3,3,,,,,,,,,,,,,2,3,20,3,3,1,1,2,,,,1466.4834,1512.9,3684.8481,3685.0247
2021,202101,23,2020,64,3,3,,,,,,,,,,,,,2,14,10,4,1,1,1,1,,1767.8342,1939.7384,761.534,756.37445,2436.1746,2436.2913
2021,202102,23,2020,61,3,3,,,,,,,,,,,,,2,14,20,4,1,1,1,2,,1768.2775,1847.6411,758.48999,855.62921,2436.1746,2436.2913
2022,202202,23,2020,63,1,2,1,4,40,861,871,871,2011m11,1,411,421,429,1,2,3,20,3,1,1,1,2,180,2504.4517,2801.0835,1716.9602,1759.2229,1683.623,1683.7036
7626,202204,23,2020,40,2,6,,,,,,,,,,,,,2,3,10,3,3,1,2,1,,,,2563.4363,2611.7856,111.88568,223.78207
2023,202301,23,2020,61,1,2,1,3,44,902,381,381,2007m4,1,842,873,875,1,2,14,10,2,1,1,1,1,330,3217.0388,3213.311,2246.3293,2541.7891,3274.6091,3484.8381
2023,202302,23,2020,58,3,2,,,,,,,,,,,,,2,14,20,2,1,1,1,2,,2986.2146,3303.7253,2212.7097,2276.9268,3274.6091,3064.6936
9977,202303,23,2020,28,1,4,1,,24,641,611,611,2018m3,2,313,311,311,1,1,3,10,1,2,2,2,1,130,6590.4785,5388.1572,3419.2761,2756.4556,3295.8357,3295.9937
2024,202401,23,2020,71,3,2,,,,,,,,,,,,,3,3,10,9,1,1,1,1,,1453.2208,1616.657,664.09515,721.42511,2651.9668,2652.094
5390,202402,23,2020,63,1,2,1,2,25,702,682,682,2017m3,2,911,941,941,1,2,3,10,1,1,1,2,2,110,872.43811,732.30847,431.57263,422.4411,0.53246093,1.0649728
9629,202403,23,2020,40,1,5,1,2,40,312,281,281,2017m9,1,220,223,224,1,2,3,20,1,2,1,2,2,280,4414.2041,9376.2559,2640.4304,2756.4355,662.9917,1326.047
8073,202404,23,2020,38,1,6,1,3,40,731,701,701,,1,133,232,232,1,2,8,10,1,2,1,2,1,480,4794.1392,7829.75,3351.5249,3146.6982,662.9917,1326.047
2025,202501,23,2020,65,1,2,2,,70,552,561,561,2014m2,4,421,441,441,2,2,3,10,1,1,1,1,1,300,4311.4512,2727.6184,2401.9512,1777.3473,3479.8787,3492.406
2025,202502,23,2020,61,1,2,3,,60,552,561,561,2014m2,5,911,952,952,2,2,3,20,1,1,1,1,2,,4525.3633,3350.3281,2861.9111,2298.5999,3479.8787,2676.178
2025,202503,23,2020,35,3,5,,,,,,,,,,,,,1,3,11,1,1,1,1,2,,5060.5605,7232.6602,3154.282,4100.2119,3479.8787,3875.7988
2025,202504,23,2020,31,1,5,1,2,40,743,721,721,2018m3,1,131,231,231,1,1,3,12,1,1,1,1,1,200,4531.3823,4396.7056,3156.4475,3218.2202,3479.8787,3875.7988
2026,202602,23,2020,83,3,1,,,,,,,,,,,,,3,3,10,1,1,1,1,2,,4022.9141,4059.4702,2130.1777,2177.2566,5952.1807,5952.4658
5175,202603,23,2020,52,1,3,1,4,40,343,303,303,2015m4,1,831,854,854,1,2,3,20,1,1,1,2,2,200,2176.8486,1854.3734,1075.6217,1065.4614,5.9547839,6.3881502
2027,202702,23,2020,73,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,5150.5874,3444.0571,2577.769,2696.2615,7321.5874,2348.1665
6589,202703,23,2020,49,1,5,2,2,25,809,855,855,2019m6,4,252,254,254,2,2,3,20,1,1,1,2,2,250,2360.1799,2219.0315,1293.9366,1305.4574,1800.801,3601.7744
5176,202704,23,2020,47,1,5,1,2,40,513,463,463,2018m10,1,315,313,313,1,2,8,10,3,1,1,2,2,210,757.5155,794.86035,460.34494,495.09979,6.8602509,4.5820894
2027,202705,23,2020,45,1,3,1,3,70,602,492,492,2014m3,1,842,873,875,1,1,3,13,2,1,1,1,1,110,5499.416,6602.6587,2671.3035,2717.9651,7321.5874,12466.793
2027,202706,23,2020,43,1,5,2,,40,702,682,682,,4,262,274,274,2,1,3,14,1,1,1,1,1,200,5499.416,5808.9316,2671.3035,2637.9568,7321.5874,7150.854
2028,202802,23,2020,90,3,1,,,,,,,,,,,,,3,15,8,4,1,3,1,2,,1120.177,3490.21,,,1215.0963,3645.4636
2028,202803,23,2020,64,3,2,,,,,,,,,,,,,2,15,20,4,1,3,1,2,,1019.8707,0,,,1215.0963,0
2028,202804,23,2020,70,3,3,,,,,,,,,,,,,2,15,10,4,1,3,1,1,,958.55676,0,,,1215.0963,0
2030,203001,23,2020,51,1,6,1,4,40,451,412,412,2011m1,1,311,312,312,1,2,3,10,3,1,1,1,1,280,8660.9854,9979.998,4803.4844,4710.7295,14259.729,16339.857
2030,203002,23,2020,51,1,6,1,4,25,761,841,841,2014m1,2,252,254,254,1,2,3,20,3,1,1,1,2,100,8070.5298,8818.1602,4304.8354,4507.4712,14259.729,7496.9863
2030,203003,23,2020,22,3,4,,,,,,,,,,,,,1,3,11,3,1,1,1,2,,6917.8711,5719.1074,4153.0249,3112.521,14259.729,18198.807
2030,203004,23,2020,18,3,2,,,,,,,,,,,,,1,3,12,3,1,1,1,2,,8299.8896,8346.418,5196.2739,5326.3179,14259.729,14633.205
2030,203005,23,2020,18,3,2,,,,,,,,,,,,,1,3,13,3,1,1,1,2,,8299.8896,8346.418,5196.2739,5326.3179,14259.729,14633.205
2033,203301,23,2020,57,1,6,1,1,48,462,422,422,1999m4,1,231,231,231,1,2,14,10,4,1,1,1,1,350,7887.1196,6523.9854,6180.1597,6178.8945,8092.2817,12116.758
2033,203302,23,2020,55,3,3,,,,,,,,,,,,,2,14,20,4,1,1,1,2,,7704.0513,7128.7192,5722.1714,5732.0146,8092.2817,3682.3979
2033,203303,23,2020,28,1,6,1,6,40,803,853,853,2018m9,1,151,251,251,1,1,14,11,4,1,1,1,2,240,8350.377,8468.4277,6606.3042,5862.9971,8092.2817,8478.8525
9286,203304,23,2020,27,1,5,1,6,40,639,529,529,2017m7,1,,,,1,1,14,10,4,2,1,2,1,230,6301.8765,6268.3032,5543.7153,5005.7168,8265.9785,8266.374
2035,203502,23,2020,76,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,1167.014,1177.6187,310.51563,317.37833,1073.058,1073.1094
7460,203503,23,2020,46,2,3,,,,,,,,,,,,,1,3,10,1,3,3,2,2,,,,,,2229.7122,2229.8191
2036,203601,23,2020,69,3,2,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,3548.5754,4086.8154,1644.7981,1617.2288,2735.6931,2841.6501
2036,203602,23,2020,65,3,2,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,3724.6377,4269.5713,1959.7677,2233.4104,2735.6931,2629.998
7627,203604,23,2020,39,1,6,1,,40,802,852,852,2003m3,1,152,252,252,1,2,3,10,1,1,1,2,2,400,10374.833,13145.306,5859.3232,6535.1025,50.360184,100.72519
2037,203701,23,2020,54,1,3,2,,50,923,953,953,1997m3,4,733,761,771,2,2,3,10,2,1,1,1,1,500,6493.9194,7465.375,3811.4194,3943.7307,6536.6675,4441.2339
2037,203702,23,2020,49,3,3,,,,,,,,,,,,,2,3,20,2,1,1,1,2,,6570.4316,4396.1426,3883.0754,4025.1826,6536.6675,4561.8862
2037,203703,23,2020,26,1,5,1,1,44,514,464,464,2018m5,1,713,762,762,1,1,3,11,2,1,1,1,1,180,7215.2617,7604.9751,4491.7944,4471.5547,6536.6675,6120.5493
2037,203704,23,2020,23,3,5,,,,,,,,,,,,,1,3,12,2,1,1,1,2,,5186.9497,4981.561,3295.2991,2442.7991,6536.6675,11024.252
2041,204102,23,2020,82,3,1,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,1102.1537,2224.3379,521.99866,589.55487,468.66168,937.36823
2041,204103,23,2020,60,1,3,2,,60,702,682,682,2018m8,4,262,274,274,2,3,3,12,2,1,1,1,2,280,1135.7953,0,616.4292,565.28613,468.66168,0
2042,204201,23,2020,70,3,2,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,4668.5166,2792.2078,2616.1257,1749.5697,4866.2896,7970.5459
2042,204202,23,2020,62,3,2,,,,,,,,,,,,,2,3,20,3,1,1,1,2,,5281.9795,3813.2427,3139.5183,2523.6401,4866.2896,2786.9773
2042,204203,23,2020,35,1,4,1,1,72,552,561,561,2015m8,1,913,922,922,1,1,3,11,1,1,1,1,1,230,5289.0049,7754.9268,3462.6248,3780.8906,4866.2896,4354.2832
2042,204204,23,2020,33,1,3,1,4,31,761,841,841,2019m2,2,914,941,941,1,1,3,12,1,1,1,1,2,100,5906.6587,6110.1206,3460.249,4398.7524,4866.2896,4354.2832
2045,204501,23,2020,83,3,4,,,,,,,,,,,,,2,14,10,2,1,1,1,1,,1750.3053,1729.9432,815.58972,896.25232,1016.9349,1016.9836
2045,204502,23,2020,80,3,2,,,,,,,,,,,,,2,14,20,2,1,1,1,2,,1514.7195,1609.4064,763.19196,741.89783,1016.9349,1016.9836
2047,204701,23,2020,76,1,6,2,,36,524,474,474,1988m6,4,512,521,521,2,2,3,10,4,1,1,1,1,80,1630.8286,1814.2395,899.20935,976.83624,4422.2378,4422.4492
6827,204703,23,2020,38,1,5,1,6,48,321,262,262,2005m10,1,316,312,312,1,2,14,10,4,1,1,2,1,440,7281.0176,11260.48,4267.3008,4311.4268,726.13312,1452.3357
2048,204801,23,2020,62,1,5,1,4,70,602,492,492,2013m12,1,842,873,875,1,2,3,10,1,1,1,1,1,200,2929.5754,3186.2539,1338.2014,1322.62,4153.9722,4154.1714
2048,204802,23,2020,62,3,3,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,3074.926,3711.3374,1594.4595,1809.5448,4153.9722,4154.1714
2054,205403,23,2020,64,3,6,,,,,,,,,,,,,2,1,10,3,1,1,1,2,,1351.1934,1576.5198,623.82086,686.05469,0,0
2056,205601,23,2020,50,1,6,1,3,40,463,423,423,2010m2,1,733,780,772,1,2,3,10,1,1,1,1,1,400,4013.3718,3847.3079,1856.4338,1859.3462,13359.115,13359.755
2057,205701,23,2020,57,1,3,1,3,40,602,492,492,1986m12,1,316,312,312,1,2,3,10,1,1,1,1,1,395,5152.3994,4663.0596,2291.0972,2656.5127,2960.0718,2766.5112
2057,205702,23,2020,54,3,3,,,,,,,,,,,,,2,3,20,2,1,1,1,2,,4801.1387,5188.167,2053.2585,2396.5278,2960.0718,3102.4949
9349,205703,23,2020,31,1,5,1,6,40,352,312,312,2020m5,1,721,743,743,1,1,3,10,1,2,1,2,1,270,4570.8027,4428.3101,4722.0322,4145.3521,13987.332,13988.002
2057,205704,23,2020,29,1,6,1,6,40,522,472,472,2016m6,1,314,312,312,1,1,3,12,1,1,1,1,2,210,4115.4248,4778.707,1980.8501,1642.6604,2960.0718,3011.6345
2059,205901,23,2020,66,3,6,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,4226.064,5129.1831,1960.4482,1988.3082,7474.5317,8240.4404
2059,205902,23,2020,64,3,6,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,4435.7397,4824.1831,2335.863,2595.0903,7474.5317,6709.3384
8854,205903,23,2020,38,1,6,1,3,40,802,852,852,2010m3,1,152,252,252,1,2,3,10,1,2,1,2,1,360,2119.9072,4107.6401,1769.0115,1503.5525,1587.2351,3174.6221
2061,206102,23,2020,69,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,5113.5488,5719.2075,2553.1792,2616.0251,2527.812,2527.9331
5554,206103,23,2020,44,3,6,,,,,,,,,,,,,2,7,20,1,1,1,2,2,,6354.8452,3580.8298,4102.231,4244.0112,68.858124,73.879944
2062,206202,23,2020,74,3,3,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,3524.9436,3556.9746,1980.8499,2024.6284,1733.3505,1733.4335
7630,206203,23,2020,46,1,6,1,,40,761,841,841,2018m3,1,313,311,311,1,2,10,10,1,3,1,2,1,230,,,2755.6289,2694.0906,57.533417,115.07235
7631,206204,23,2020,44,1,6,1,3,40,319,289,289,2011m5,1,316,312,312,1,2,3,10,1,1,1,2,1,420,1700.2861,3283.5176,1013.6505,825.35327,55.26862,110.54253
2063,206301,23,2020,57,1,5,2,1,30,523,478,478,2005m7,4,512,521,521,2,2,3,10,1,1,1,1,1,400,4641.7881,4783.063,2301.1167,2347.7366,6220.4702,6220.7681
2063,206302,23,2020,51,3,5,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,4325.3379,4367.438,2062.238,2295.7883,6220.4702,6220.7681
7633,206501,23,2020,58,1,3,1,1,40,552,561,561,2000m9,2,422,442,442,1,3,2,10,1,3,3,2,2,150,,,,,1810.0948,1810.1815
9098,206503,23,2020,36,2,4,,,,,,,,,,,,,2,14,10,1,2,1,2,1,,1145.4484,1771.4967,949.41309,1579.0951,740.2135,1480.4979
2066,206602,23,2020,85,3,1,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,4054.4058,4091.2478,2155.303,2202.937,6992.75,6993.085
8923,206704,23,2020,35,1,6,1,6,40,343,303,303,2017m11,1,316,312,312,1,2,3,10,1,3,1,2,1,450,,,3174.4558,2750.4563,720.02588,1440.1207
2069,206901,23,2020,58,1,3,2,,50,281,251,251,2017m1,4,721,773,783,2,2,3,10,1,1,1,1,1,300,4704.8818,4838.981,2600.6519,2490.4319,4147.4512,4562.0601
2069,206902,23,2020,56,1,3,2,,50,931,961,961,1994m9,4,412,422,422,2,2,3,20,1,1,1,1,2,200,4384.1299,4693.7983,2330.6785,2263.0273,4147.4512,2779.4983
9630,206903,23,2020,30,1,6,2,1,70,552,561,561,2019m8,4,421,441,441,2,2,3,10,1,2,1,2,1,250,6723.6782,13028.141,5344.9302,6048.9375,4925.4209,9851.3135
2069,206904,23,2020,28,1,6,2,,60,552,561,561,2019m7,4,421,441,441,2,1,3,12,1,1,1,1,1,300,5227.498,4043.9893,3064.8933,2935.1792,4147.4512,5101.3916
2070,207001,23,2020,63,1,6,1,2,40,451,412,412,2007m8,1,316,312,312,1,3,3,10,2,1,1,1,1,400,2170.3596,2563.4163,931.11169,1031.2668,5441.1812,5441.4419
8645,207003,23,2020,34,3,6,,,,,,,,,,,,,1,3,10,1,2,1,2,2,,14408.102,11434.376,8895.7002,8339.2676,6091.4155,6091.707
9099,207004,23,2020,32,3,6,,,,,,,,,,,,,2,3,10,1,2,1,2,1,,11369.662,11015.218,4098.0938,7195.2251,2720.5906,5441.4419
2071,207101,23,2020,59,1,6,2,1,40,742,857,857,2012m2,4,271,247,247,2,2,15,10,3,1,1,1,1,250,5831.0049,6164.5503,3435.3174,3624.6316,6422.6245,8395.3027
2071,207102,23,2020,60,1,6,1,1,40,742,857,857,2013m6,1,317,314,314,1,2,15,20,3,1,1,1,2,200,5861.6943,5809.5283,3438.021,3489.3918,6422.6245,4450.561
2072,207201,23,2020,54,1,6,2,1,50,552,562,562,2012m1,4,311,312,312,2,2,3,10,3,1,1,1,1,250,7136.5093,6141.9707,2583.1787,2791.6592,6554.8296,5901.0029
2072,207202,23,2020,54,1,6,1,,40,801,851,851,1989m3,1,154,253,253,1,2,3,20,3,1,1,1,2,580,6649.9834,5455.687,2315.019,2418.6987,6554.8296,5901.0029
2072,207203,23,2020,26,1,6,1,3,40,851,861,861,2020m4,1,143,243,243,1,1,3,11,1,1,1,1,1,250,7929.2305,6548.0552,3044.301,2454.1687,6554.8296,7209.2842
2072,207204,23,2020,23,3,4,,,,,,,,,,,,,1,3,12,1,1,1,1,1,,7929.2305,8689.9922,3044.301,2454.1687,6554.8296,7209.2842
2074,207403,23,2020,45,1,3,1,1,35,702,682,682,2017m3,1,262,274,274,1,3,3,10,1,1,1,1,1,200,2308.2578,2228.8027,1087.0038,1102.5856,2208.8755,2208.9814
7035,207405,23,2020,43,1,6,1,6,40,300,263,263,2001m4,1,732,753,753,1,2,19,10,1,1,1,2,1,600,1161.1696,877.5329,949.73285,866.67596,28.91437,57.831509
2075,207501,23,2020,81,3,2,,,,,,,,,,,,,2,3,10,2,1,1,1,1,,2223.1677,1747.375,1083.849,1082.6526,1959.1891,1959.283
2075,207502,23,2020,78,3,2,,,,,,,,,,,,,2,3,20,2,1,1,1,2,,2440.7998,1113.7076,1101.4362,1124.4177,1959.1891,1959.283
2075,207503,23,2020,52,3,3,,,,,,,,,,,,,3,3,11,1,1,1,1,1,,2485.8667,4387.8218,1175.7845,1273.8331,1959.1891,1959.283
2076,207601,23,2020,59,1,3,1,1,48,452,411,411,2008m3,3,713,773,783,1,2,3,10,1,1,1,1,1,200,7273.501,4939.5117,3402.0969,2923.8652,13960.197,4265.0073
2076,207602,23,2020,61,3,3,,,,,,,,,,,,,2,3,20,1,1,1,1,2,,7359.625,3472.0869,3763.5017,2853.6311,13960.197,3138.2478
2076,207603,23,2020,33,1,6,2,,60,552,562,562,2020m5,4,421,441,441,2,1,3,11,1,1,1,1,2,50,8230.0195,12212.173,4147.978,5451.2881,13960.197,34479.344
2078,207801,23,2020,82,3,2,,,,,,,,,,,,,3,3,10,2,1,1,1,2,,1400.9158,1413.6459,740.00079,756.35547,772.38818,772.42517
8855,208006,23,2020,43,1,6,1,3,40,722,582,582,2020m12,1,120,222,222,1,2,8,10,1,3,1,2,1,400,,,2142.9438,2044.8655,890.45435,890.49701
2083,208301,23,2020,55,1,3,1,1,42,11,11,11,,2,611,611,611,1,3,3,10,1,1,1,1,1,80,4068.6509,3900.2998,1924.3396,1927.3584,2202.1558,2202.2612
2084,208402,23,2020,53,3,6,,,,,,,,,,,,,3,3,10,3,1,1,1,2,,20021.973,18486.484,11266.795,11121.458,51206.07,14535.73
2084,208403,23,2020,24,3,6,,,,,,,,,,,,,1,3,11,3,1,1,1,1,,23873.566,33955.828,14816.083,15796.119,51206.07,110200.7
2084,208404,23,2020,22,3,4,,,,,,,,,,,,,1,3,12,3,1,1,1,2,,17162.371,7747.7583,10869.47,8946.2217,51206.07,28889.135
2085,208501,23,2020,81,3,2,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,1700.2566,1916.5879,888.62061,932.82428,2734.0642,2734.1951
2085,208502,23,2020,75,3,2,,,,,,,,,,,,,2,3,20,2,1,1,1,2,,1866.6993,1858.6534,903.03992,954.0813,2734.0642,2734.1951
8344,208504,23,2020,44,1,6,1,2,40,801,851,851,2009m3,1,153,252,252,1,2,3,20,1,2,1,2,2,330,0,0,1214.6223,1209.0779,189.82895,379.67609
7636,208505,23,2020,46,1,3,1,,40,641,611,611,1998m2,1,913,922,922,1,2,14,10,1,3,1,2,1,500,,,2101.261,2014.2054,529.98114,766.55103
2086,208601,23,2020,71,3,3,,,,,,,,,,,,,2,3,10,1,1,1,1,1,,557.13202,1239.5796,291.40747,276.71381,141.22694,282.46741
5093,208602,23,2020,70,3,2,,,,,,,,,,,,,3,3,10,2,3,1,2,2,,,,1262.7571,1290.6652,2896.1611,2896.2998
5897,208605,23,2020,42,1,6,1,1,40,701,681,681,2019m8,1,314,312,312,1,2,3,20,3,1,1,2,2,240,977.17963,1002.003,529.46405,524.83539,5.9623942,6.2493925
9631,208606,23,2020,37,1,6,1,2,40,764,844,844,2010m10,1,442,411,411,1,2,3,10,1,2,1,2,1,350,1809.0596,3505.3259,1428.6191,1213.9369,141.22694,282.46741
2086,208607,23,2020,65,1,2,1,1,30,939,969,969,2012m7,2,411,421,429,1,2,3,20,2,1,1,1,2,100,630.34155,0,349.70758,403.42166,141.22694,0
2087,208701,23,2020,55,1,4,1,1,50,939,969,969,2014m11,3,842,873,875,1,3,3,10,3,1,1,1,1,150,6538.0654,5808.876,3593.8469,3007.7449,5409.9673,4103.5107
9632,208702,23,2020,48,1,3,1,1,40,464,424,424,2017m1,3,714,773,783,1,3,3,10,1,2,1,2,2,160,3399.7908,3610.7651,2063.7632,2128.8904,3538.9724,3539.1418
